name,division,rank,str.ac,grap.ac,sig.str.land,sig.str.att,take.land,take.att,sig.str.land.min,sig.str.abs.min,take.avg.15min,sub.avg.15min,sig.str.def,take.def,knock.ratio,avg.time,sig.str.head,sig.str.head.percent,sig.str.body,sig.str.body.percent,sig.str.leg,sig.str.leg.percent,sig.str.position.stand,sig.str.position.clinch,sig.str.position.ground,sig.str.position.stand.percent,sig.str.position.clinch.percent,sig.str.position.ground.percent,win.ko,win.sub,win.dec,win.ko.percent,win.sub.percent,win.dec.percent,wins,losses,age,leg.reach,reach,height,opponent,outcome
abdurakhimov,heavyweightdivision,7,[45%],[24%],210,469,5,29,"2.45
              ","2.45
          ","1.23
              ","0.18
          ","59
                  %","47
                      %","0.35
              ","10:43
          ",131,62%,37 ,18%,42,20%,129 ,59  ,22 ,(61%),(28%),(10%),9 ,4 ,7  ,(45%),(20%),(35%),20,5,39,41,76,75,daukaus,upcoming
abdurakhimov,heavyweightdivision,7,[45%],[24%],210,469,5,29,"2.45
              ","2.45
          ","1.23
              ","0.18
          ","59
                  %","47
                      %","0.35
              ","10:43
          ",131,62%,37 ,18%,42,20%,129 ,59  ,22 ,(61%),(28%),(10%),9 ,4 ,7  ,(45%),(20%),(35%),20,5,39,41,76,75,blaydes,
abdurakhimov,heavyweightdivision,7,[45%],[24%],210,469,5,29,"2.45
              ","2.45
          ","1.23
              ","0.18
          ","59
                  %","47
                      %","0.35
              ","10:43
          ",131,62%,37 ,18%,42,20%,129 ,59  ,22 ,(61%),(28%),(10%),9 ,4 ,7  ,(45%),(20%),(35%),20,5,39,41,76,75,tybura,Win
abdurakhimov,heavyweightdivision,7,[45%],[24%],210,469,5,29,"2.45
              ","2.45
          ","1.23
              ","0.18
          ","59
                  %","47
                      %","0.35
              ","10:43
          ",131,62%,37 ,18%,42,20%,129 ,59  ,22 ,(61%),(28%),(10%),9 ,4 ,7  ,(45%),(20%),(35%),20,5,39,41,76,75,arloki,Win
abdurakhimov,heavyweightdivision,7,[45%],[24%],210,469,5,29,"2.45
              ","2.45
          ","1.23
              ","0.18
          ","59
                  %","47
                      %","0.35
              ","10:43
          ",131,62%,37 ,18%,42,20%,129 ,59  ,22 ,(61%),(28%),(10%),9 ,4 ,7  ,(45%),(20%),(35%),20,5,39,41,76,75,sherman,Win
abdurakhimov,heavyweightdivision,7,[45%],[24%],210,469,5,29,"2.45
              ","2.45
          ","1.23
              ","0.18
          ","59
                  %","47
                      %","0.35
              ","10:43
          ",131,62%,37 ,18%,42,20%,129 ,59  ,22 ,(61%),(28%),(10%),9 ,4 ,7  ,(45%),(20%),(35%),20,5,39,41,76,75,lewis,
abdurakhimov,heavyweightdivision,7,[45%],[24%],210,469,5,29,"2.45
              ","2.45
          ","1.23
              ","0.18
          ","59
                  %","47
                      %","0.35
              ","10:43
          ",131,62%,37 ,18%,42,20%,129 ,59  ,22 ,(61%),(28%),(10%),9 ,4 ,7  ,(45%),(20%),(35%),20,5,39,41,76,75,harris,Win
abdurakhimov,heavyweightdivision,7,[45%],[24%],210,469,5,29,"2.45
              ","2.45
          ","1.23
              ","0.18
          ","59
                  %","47
                      %","0.35
              ","10:43
          ",131,62%,37 ,18%,42,20%,129 ,59  ,22 ,(61%),(28%),(10%),9 ,4 ,7  ,(45%),(20%),(35%),20,5,39,41,76,75,hamilton,Win
abdurakhimov,heavyweightdivision,7,[45%],[24%],210,469,5,29,"2.45
              ","2.45
          ","1.23
              ","0.18
          ","59
                  %","47
                      %","0.35
              ","10:43
          ",131,62%,37 ,18%,42,20%,129 ,59  ,22 ,(61%),(28%),(10%),9 ,4 ,7  ,(45%),(20%),(35%),20,5,39,41,76,75,johnson,
abreu,formerfighter,0,[32%],[43%],80,252,,7,"3.79
              ","3.98
          ","2.13
              ","0.71
          ","68
                  %","100
                      %","1.42
              ","10:33
          ",65,81%,10 ,13%,5,6%,58 ,13  ,9 ,(73%),(16%),(11%),3 ,2 ,0  ,(60%),(40%),(0%),5,1,34,,73,71,collier,upcoming
abreu,formerfighter,0,[32%],[43%],80,252,,7,"3.79
              ","3.98
          ","2.13
              ","0.71
          ","68
                  %","100
                      %","1.42
              ","10:33
          ",65,81%,10 ,13%,5,6%,58 ,13  ,9 ,(73%),(16%),(11%),3 ,2 ,0  ,(60%),(40%),(0%),5,1,34,,73,71,silva,Win
abreu,lightheavyweightdivision,0,[41%],[20%],96,236,,10,"2.05
              ","2.90
          ","0.64
              ","0.00
          ","56
                  %","80
                      %","0.00
              ","11:43
          ",38,40%,20 ,21%,38,40%,86 ,10  ,0 ,(90%),(10%),(0%),4 ,10 ,1  ,(27%),(67%),(7%),15,5,27,40,74,74,hill,
abreu,lightheavyweightdivision,0,[41%],[20%],96,236,,10,"2.05
              ","2.90
          ","0.64
              ","0.00
          ","56
                  %","80
                      %","0.00
              ","11:43
          ",38,40%,20 ,21%,38,40%,86 ,10  ,0 ,(90%),(10%),(0%),4 ,10 ,1  ,(27%),(67%),(7%),15,5,27,40,74,74,gamzatov,
abreu,lightheavyweightdivision,0,[41%],[20%],96,236,,10,"2.05
              ","2.90
          ","0.64
              ","0.00
          ","56
                  %","80
                      %","0.00
              ","11:43
          ",38,40%,20 ,21%,38,40%,86 ,10  ,0 ,(90%),(10%),(0%),4 ,10 ,1  ,(27%),(67%),(7%),15,5,27,40,74,74,alvey,Win
abreu,lightheavyweightdivision,0,[41%],[20%],96,236,,10,"2.05
              ","2.90
          ","0.64
              ","0.00
          ","56
                  %","80
                      %","0.00
              ","11:43
          ",38,40%,20 ,21%,38,40%,86 ,10  ,0 ,(90%),(10%),(0%),4 ,10 ,1  ,(27%),(67%),(7%),15,5,27,40,74,74,ankalaev,
adams,formerfighter,0,[51%],[67%],177,347,2,3,"6.17
              ","4.67
          ","1.05
              ","0.00
          ","35
                  %","57
                      %","0.00
              ","07:11
          ",136,77%,31 ,18%,10,6%,98 ,43  ,36 ,(55%),(24%),(20%),5 ,0 ,0  ,(100%),(0%),(0%),5,3,28,42,80,77,tafa,
adams,formerfighter,0,[51%],[67%],177,347,2,3,"6.17
              ","4.67
          ","1.05
              ","0.00
          ","35
                  %","57
                      %","0.00
              ","07:11
          ",136,77%,31 ,18%,10,6%,98 ,43  ,36 ,(55%),(24%),(20%),5 ,0 ,0  ,(100%),(0%),(0%),5,3,28,42,80,77,hardy,
adams,formerfighter,0,[51%],[67%],177,347,2,3,"6.17
              ","4.67
          ","1.05
              ","0.00
          ","35
                  %","57
                      %","0.00
              ","07:11
          ",136,77%,31 ,18%,10,6%,98 ,43  ,36 ,(55%),(24%),(20%),5 ,0 ,0  ,(100%),(0%),(0%),5,3,28,42,80,77,singh,upcoming
adams,formerfighter,0,[51%],[67%],177,347,2,3,"6.17
              ","4.67
          ","1.05
              ","0.00
          ","35
                  %","57
                      %","0.00
              ","07:11
          ",136,77%,31 ,18%,10,6%,98 ,43  ,36 ,(55%),(24%),(20%),5 ,0 ,0  ,(100%),(0%),(0%),5,3,28,42,80,77,de,Win
adashev,flyweightdivision,0,[23%],[0%],30,129,,1,"1.93
              ","3.35
          ","0.00
              ","0.00
          ","60
                  %",None,"0.00
              ","07:46
          ",21,70%,3 ,10%,6,20%,26 ,4  ,0 ,(87%),(13%),(0%),2 ,0 ,2  ,(50%),(0%),(50%),4,3,29,35,65,65,benoit,Win
adashev,flyweightdivision,0,[23%],[0%],30,129,,1,"1.93
              ","3.35
          ","0.00
              ","0.00
          ","60
                  %",None,"0.00
              ","07:46
          ",21,70%,3 ,10%,6,20%,26 ,4  ,0 ,(87%),(13%),(0%),2 ,0 ,2  ,(50%),(0%),(50%),4,3,29,35,65,65,sumudaerji,
adashev,flyweightdivision,0,[23%],[0%],30,129,,1,"1.93
              ","3.35
          ","0.00
              ","0.00
          ","60
                  %",None,"0.00
              ","07:46
          ",21,70%,3 ,10%,6,20%,26 ,4  ,0 ,(87%),(13%),(0%),2 ,0 ,2  ,(50%),(0%),(50%),4,3,29,35,65,65,nam,
adesanya,middleweightchampion,0,[50%],[0%],636,1277,,3,"3.95
              ","2.63
          ","0.00
              ","0.28
          ","62
                  %","82
                      %","1.02
              ","16:06
          ",330,52%,110 ,17%,196,31%,565 ,43  ,28 ,(89%),(7%),(4%),15 ,0 ,6  ,(71%),(0%),(29%),21,1,31,44,80,76,vettori,Win
adesanya,middleweightchampion,0,[50%],[0%],636,1277,,3,"3.95
              ","2.63
          ","0.00
              ","0.28
          ","62
                  %","82
                      %","1.02
              ","16:06
          ",330,52%,110 ,17%,196,31%,565 ,43  ,28 ,(89%),(7%),(4%),15 ,0 ,6  ,(71%),(0%),(29%),21,1,31,44,80,76,blachowicz,
adesanya,middleweightchampion,0,[50%],[0%],636,1277,,3,"3.95
              ","2.63
          ","0.00
              ","0.28
          ","62
                  %","82
                      %","1.02
              ","16:06
          ",330,52%,110 ,17%,196,31%,565 ,43  ,28 ,(89%),(7%),(4%),15 ,0 ,6  ,(71%),(0%),(29%),21,1,31,44,80,76,costa,Win
adesanya,middleweightchampion,0,[50%],[0%],636,1277,,3,"3.95
              ","2.63
          ","0.00
              ","0.28
          ","62
                  %","82
                      %","1.02
              ","16:06
          ",330,52%,110 ,17%,196,31%,565 ,43  ,28 ,(89%),(7%),(4%),15 ,0 ,6  ,(71%),(0%),(29%),21,1,31,44,80,76,romero,Win
adesanya,middleweightchampion,0,[50%],[0%],636,1277,,3,"3.95
              ","2.63
          ","0.00
              ","0.28
          ","62
                  %","82
                      %","1.02
              ","16:06
          ",330,52%,110 ,17%,196,31%,565 ,43  ,28 ,(89%),(7%),(4%),15 ,0 ,6  ,(71%),(0%),(29%),21,1,31,44,80,76,whittaker,Win
adesanya,middleweightchampion,0,[50%],[0%],636,1277,,3,"3.95
              ","2.63
          ","0.00
              ","0.28
          ","62
                  %","82
                      %","1.02
              ","16:06
          ",330,52%,110 ,17%,196,31%,565 ,43  ,28 ,(89%),(7%),(4%),15 ,0 ,6  ,(71%),(0%),(29%),21,1,31,44,80,76,gastelum,Win
adesanya,middleweightchampion,0,[50%],[0%],636,1277,,3,"3.95
              ","2.63
          ","0.00
              ","0.28
          ","62
                  %","82
                      %","1.02
              ","16:06
          ",330,52%,110 ,17%,196,31%,565 ,43  ,28 ,(89%),(7%),(4%),15 ,0 ,6  ,(71%),(0%),(29%),21,1,31,44,80,76,silva,Win
adesanya,middleweightchampion,0,[50%],[0%],636,1277,,3,"3.95
              ","2.63
          ","0.00
              ","0.28
          ","62
                  %","82
                      %","1.02
              ","16:06
          ",330,52%,110 ,17%,196,31%,565 ,43  ,28 ,(89%),(7%),(4%),15 ,0 ,6  ,(71%),(0%),(29%),21,1,31,44,80,76,brunson,Win
adesanya,middleweightchampion,0,[50%],[0%],636,1277,,3,"3.95
              ","2.63
          ","0.00
              ","0.28
          ","62
                  %","82
                      %","1.02
              ","16:06
          ",330,52%,110 ,17%,196,31%,565 ,43  ,28 ,(89%),(7%),(4%),15 ,0 ,6  ,(71%),(0%),(29%),21,1,31,44,80,76,tavares,Win
adesanya,middleweightchampion,0,[50%],[0%],636,1277,,3,"3.95
              ","2.63
          ","0.00
              ","0.28
          ","62
                  %","82
                      %","1.02
              ","16:06
          ",330,52%,110 ,17%,196,31%,565 ,43  ,28 ,(89%),(7%),(4%),15 ,0 ,6  ,(71%),(0%),(29%),21,1,31,44,80,76,vettori,Win
adesanya,middleweightchampion,0,[50%],[0%],636,1277,,3,"3.95
              ","2.63
          ","0.00
              ","0.28
          ","62
                  %","82
                      %","1.02
              ","16:06
          ",330,52%,110 ,17%,196,31%,565 ,43  ,28 ,(89%),(7%),(4%),15 ,0 ,6  ,(71%),(0%),(29%),21,1,31,44,80,76,wilkinson,Win
agapova,womensflyweightdivision,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),3 ,4 ,2  ,(33%),(44%),(22%),9,1,23,38,68,66,dobson,
agapova,womensflyweightdivision,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),3 ,4 ,2  ,(33%),(44%),(22%),9,1,23,38,68,66,cifers,upcoming
aguilar,formerfighter,0,[51%],[25%],314,620,4,16,"4.93
              ","7.19
          ","0.94
              ","0.24
          ","54
                  %","50
                      %","0.00
              ","12:44
          ",168,54%,88 ,28%,58,18%,194 ,96  ,24 ,(62%),(31%),(8%),3 ,7 ,10  ,(15%),(35%),(50%),20,8,37,35,63,63,rodriguez,upcoming
aguilar,formerfighter,0,[51%],[25%],314,620,4,16,"4.93
              ","7.19
          ","0.94
              ","0.24
          ","54
                  %","50
                      %","0.00
              ","12:44
          ",168,54%,88 ,28%,58,18%,194 ,96  ,24 ,(62%),(31%),(8%),3 ,7 ,10  ,(15%),(35%),(50%),20,8,37,35,63,63,weili,
aguilar,formerfighter,0,[51%],[25%],314,620,4,16,"4.93
              ","7.19
          ","0.94
              ","0.24
          ","54
                  %","50
                      %","0.00
              ","12:44
          ",168,54%,88 ,28%,58,18%,194 ,96  ,24 ,(62%),(31%),(8%),3 ,7 ,10  ,(15%),(35%),(50%),20,8,37,35,63,63,esquibel,Win
aguilar,formerfighter,0,[51%],[25%],314,620,4,16,"4.93
              ","7.19
          ","0.94
              ","0.24
          ","54
                  %","50
                      %","0.00
              ","12:44
          ",168,54%,88 ,28%,58,18%,194 ,96  ,24 ,(62%),(31%),(8%),3 ,7 ,10  ,(15%),(35%),(50%),20,8,37,35,63,63,casey,
aguilar,formerfighter,0,[51%],[25%],314,620,4,16,"4.93
              ","7.19
          ","0.94
              ","0.24
          ","54
                  %","50
                      %","0.00
              ","12:44
          ",168,54%,88 ,28%,58,18%,194 ,96  ,24 ,(62%),(31%),(8%),3 ,7 ,10  ,(15%),(35%),(50%),20,8,37,35,63,63,gadelha,
aguilar,featherweightdivision,0,[34%],[50%],186,543,,2,"3.85
              ","5.81
          ","0.31
              ","0.00
          ","52
                  %","87
                      %","0.31
              ","12:05
          ",108,58%,66 ,35%,12,6%,150 ,16  ,20 ,(81%),(9%),(11%),9 ,2 ,6  ,(53%),(12%),(35%),17,5,32,38,72,67,lutz,
aguilar,featherweightdivision,0,[34%],[50%],186,543,,2,"3.85
              ","5.81
          ","0.31
              ","0.00
          ","52
                  %","87
                      %","0.31
              ","12:05
          ",108,58%,66 ,35%,12,6%,150 ,16  ,20 ,(81%),(9%),(11%),9 ,2 ,6  ,(53%),(12%),(35%),17,5,32,38,72,67,rosa,upcoming
aguilar,featherweightdivision,0,[34%],[50%],186,543,,2,"3.85
              ","5.81
          ","0.31
              ","0.00
          ","52
                  %","87
                      %","0.31
              ","12:05
          ",108,58%,66 ,35%,12,6%,150 ,16  ,20 ,(81%),(9%),(11%),9 ,2 ,6  ,(53%),(12%),(35%),17,5,32,38,72,67,tukhugov,
aguilar,featherweightdivision,0,[34%],[50%],186,543,,2,"3.85
              ","5.81
          ","0.31
              ","0.00
          ","52
                  %","87
                      %","0.31
              ","12:05
          ",108,58%,66 ,35%,12,6%,150 ,16  ,20 ,(81%),(9%),(11%),9 ,2 ,6  ,(53%),(12%),(35%),17,5,32,38,72,67,ige,
aguilar,featherweightdivision,0,[34%],[50%],186,543,,2,"3.85
              ","5.81
          ","0.31
              ","0.00
          ","52
                  %","87
                      %","0.31
              ","12:05
          ",108,58%,66 ,35%,12,6%,150 ,16  ,20 ,(81%),(9%),(11%),9 ,2 ,6  ,(53%),(12%),(35%),17,5,32,38,72,67,barzola,Win
aguilar,featherweightdivision,0,[34%],[50%],186,543,,2,"3.85
              ","5.81
          ","0.31
              ","0.00
          ","52
                  %","87
                      %","0.31
              ","12:05
          ",108,58%,66 ,35%,12,6%,150 ,16  ,20 ,(81%),(9%),(11%),9 ,2 ,6  ,(53%),(12%),(35%),17,5,32,38,72,67,glenn,Win
aguilera,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),11 ,0 ,4  ,(73%),(0%),(27%),14,8,29,40,72,69,harris,
aguilera,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),11 ,0 ,4  ,(73%),(0%),(27%),14,8,29,40,72,69,brady,
aguilera,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),11 ,0 ,4  ,(73%),(0%),(27%),14,8,29,40,72,69,ivy,upcoming
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,tavares,
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,breese,Win
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,weidman,
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,heinisch,Win
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,cummings,Win
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,boetsch,Win
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,vettori,upcoming
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,alhassan,Win
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,noke,Win
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,dos,
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,moraes,
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,ebersole,upcoming
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,nilsson,Win
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,nelson,
akhmedov,formerfighter,1,[34%],[46%],535,1556,19,68,"2.97
              ","2.84
          ","2.58
              ","0.25
          ","56
                  %","66
                      %","0.17
              ","12:01
          ",383,72%,89 ,17%,63,12%,389 ,65  ,81 ,(73%),(12%),(15%),7 ,6 ,8  ,(33%),(29%),(38%),21,6,33,40,73,72,perpétuo,Win
akiyama,formerfighter,0,[39%],[60%],301,768,12,20,"3.29
              ","5.94
          ","1.97
              ","0.16
          ","58
                  %","93
                      %","0.00
              ","13:05
          ",242,80%,20 ,7%,39,13%,239 ,9  ,53 ,(79%),(3%),(18%),0 ,0 ,0  ,(0 %),(0 %),(0 %),15,6,43,42,73,70,mina,
akiyama,formerfighter,0,[39%],[60%],301,768,12,20,"3.29
              ","5.94
          ","1.97
              ","0.16
          ","58
                  %","93
                      %","0.00
              ","13:05
          ",242,80%,20 ,7%,39,13%,239 ,9  ,53 ,(79%),(3%),(18%),0 ,0 ,0  ,(0 %),(0 %),(0 %),15,6,43,42,73,70,sadollah,Win
akiyama,formerfighter,0,[39%],[60%],301,768,12,20,"3.29
              ","5.94
          ","1.97
              ","0.16
          ","58
                  %","93
                      %","0.00
              ","13:05
          ",242,80%,20 ,7%,39,13%,239 ,9  ,53 ,(79%),(3%),(18%),0 ,0 ,0  ,(0 %),(0 %),(0 %),15,6,43,42,73,70,shields,
akiyama,formerfighter,0,[39%],[60%],301,768,12,20,"3.29
              ","5.94
          ","1.97
              ","0.16
          ","58
                  %","93
                      %","0.00
              ","13:05
          ",242,80%,20 ,7%,39,13%,239 ,9  ,53 ,(79%),(3%),(18%),0 ,0 ,0  ,(0 %),(0 %),(0 %),15,6,43,42,73,70,belfort,
akiyama,formerfighter,0,[39%],[60%],301,768,12,20,"3.29
              ","5.94
          ","1.97
              ","0.16
          ","58
                  %","93
                      %","0.00
              ","13:05
          ",242,80%,20 ,7%,39,13%,239 ,9  ,53 ,(79%),(3%),(18%),0 ,0 ,0  ,(0 %),(0 %),(0 %),15,6,43,42,73,70,bisping,
akiyama,formerfighter,0,[39%],[60%],301,768,12,20,"3.29
              ","5.94
          ","1.97
              ","0.16
          ","58
                  %","93
                      %","0.00
              ","13:05
          ",242,80%,20 ,7%,39,13%,239 ,9  ,53 ,(79%),(3%),(18%),0 ,0 ,0  ,(0 %),(0 %),(0 %),15,6,43,42,73,70,leben,
akiyama,formerfighter,0,[39%],[60%],301,768,12,20,"3.29
              ","5.94
          ","1.97
              ","0.16
          ","58
                  %","93
                      %","0.00
              ","13:05
          ",242,80%,20 ,7%,39,13%,239 ,9  ,53 ,(79%),(3%),(18%),0 ,0 ,0  ,(0 %),(0 %),(0 %),15,6,43,42,73,70,belcher,Win
akman,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),5 ,1 ,0  ,(83%),(17%),(0%),6,1,28,38,72,70,matthews,
akman,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),5 ,1 ,0  ,(83%),(17%),(0%),6,1,28,38,72,70,khandozhko,
alqaisi,bantamweightdivision,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),1 ,4 ,3  ,(13%),(50%),(38%),8,5,30,38,68,68,al-qaisi,Win
alqaisi,bantamweightdivision,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),1 ,4 ,3  ,(13%),(50%),(38%),8,5,30,38,68,68,rivera,
alateng,bantamweightdivision,2,[32%],[33%],165,509,3,21,"2.75
              ","5.10
          ","1.75
              ","0.00
          ","58
                  %","73
                      %","0.00
              ","15:00
          ",111,67%,33 ,20%,21,13%,161 ,1  ,3 ,(98%),(1%),(2%),4 ,3 ,7  ,(29%),(21%),(50%),14,8,29,35,66,65,lopez,upcoming
alateng,bantamweightdivision,2,[32%],[33%],165,509,3,21,"2.75
              ","5.10
          ","1.75
              ","0.00
          ","58
                  %","73
                      %","0.00
              ","15:00
          ",111,67%,33 ,20%,21,13%,161 ,1  ,3 ,(98%),(1%),(2%),4 ,3 ,7  ,(29%),(21%),(50%),14,8,29,35,66,65,kenney,
alateng,bantamweightdivision,2,[32%],[33%],165,509,3,21,"2.75
              ","5.10
          ","1.75
              ","0.00
          ","58
                  %","73
                      %","0.00
              ","15:00
          ",111,67%,33 ,20%,21,13%,161 ,1  ,3 ,(98%),(1%),(2%),4 ,3 ,7  ,(29%),(21%),(50%),14,8,29,35,66,65,alatengheili,
alateng,bantamweightdivision,2,[32%],[33%],165,509,3,21,"2.75
              ","5.10
          ","1.75
              ","0.00
          ","58
                  %","73
                      %","0.00
              ","15:00
          ",111,67%,33 ,20%,21,13%,161 ,1  ,3 ,(98%),(1%),(2%),4 ,3 ,7  ,(29%),(21%),(50%),14,8,29,35,66,65,alatengheili,
albazi,flyweightdivision,13,[41%],[75%],80,197,,4,"4.06
              ","3.15
          ","2.28
              ","0.76
          ","58
                  %","67
                      %","0.00
              ","09:51
          ",48,60%,17 ,21%,15,19%,74 ,2  ,4 ,(93%),(3%),(5%),4 ,8 ,2  ,(29%),(57%),(14%),14,1,27,38,68,65,zhumagulov,Win
albazi,flyweightdivision,13,[41%],[75%],80,197,,4,"4.06
              ","3.15
          ","2.28
              ","0.76
          ","58
                  %","67
                      %","0.00
              ","09:51
          ",48,60%,17 ,21%,15,19%,74 ,2  ,4 ,(93%),(3%),(5%),4 ,8 ,2  ,(29%),(57%),(14%),14,1,27,38,68,65,gordon,Win
albini,formerfighter,0,[53%],[38%],97,183,1,8,"3.80
              ","5.49
          ","1.76
              ","0.00
          ","51
                  %","100
                      %","0.59
              ","06:23
          ",60,62%,20 ,21%,17,18%,73 ,20  ,4 ,(75%),(21%),(4%),6 ,6 ,2  ,(43%),(43%),(14%),14,6,28,42,74,75,greene,upcoming
albini,formerfighter,0,[53%],[38%],97,183,1,8,"3.80
              ","5.49
          ","1.76
              ","0.00
          ","51
                  %","100
                      %","0.59
              ","06:23
          ",60,62%,20 ,21%,17,18%,73 ,20  ,4 ,(75%),(21%),(4%),6 ,6 ,2  ,(43%),(43%),(14%),14,6,28,42,74,75,rozenstruik,
