,name,division,rank,str.ac,grap.ac,sig.str.land,sig.str.att,take.land,take.att,sig.str.land.min,sig.str.abs.min,take.avg.15min,sub.avg.15min,sig.str.def,take.def,knock.ratio,avg.time,sig.str.head,sig.str.head.percent,sig.str.body,sig.str.body.percent,sig.str.leg,sig.str.leg.percent,sig.str.position.stand,sig.str.position.clinch,sig.str.position.ground,sig.str.position.stand.percent,sig.str.position.clinch.percent,sig.str.position.ground.percent,win.ko,win.sub,win.dec,win.ko.percent,win.sub.percent,win.dec.percent,wins,losses,age,leg.reach,reach,height,opponent,outcome,name,division,rank,str.ac,grap.ac,sig.str.land,sig.str.att,take.land,take.att,sig.str.land.min,sig.str.abs.min,take.avg.15min,sub.avg.15min,sig.str.def,take.def,knock.ratio,avg.time,sig.str.head,sig.str.head.percent,sig.str.body,sig.str.body.percent,sig.str.leg,sig.str.leg.percent,sig.str.position.stand,sig.str.position.clinch,sig.str.position.ground,sig.str.position.stand.percent,sig.str.position.clinch.percent,sig.str.position.ground.percent,win.ko,win.sub,win.dec,win.ko.percent,win.sub.percent,win.dec.percent,wins,losses,age,leg.reach,reach,height
1479,hardy,formerfighter,0,[35%],[35%],304.0,860.0,,17.0,"2.46
              ","3.44
          ","0.73
              ","0.36
          ","51
                  %","35
                      %","0.36
              ","12:22
          ",190,63%,53,17%,61,20%,200,69,35,(66%),(23%),(12%),0,0,0,(0 %),(0 %),(0 %),25,10,38.0,,72.0,72.0,johnson,,johnson,formerfighter,0,[48%],[58%],381.0,800.0,,33.0,"3.25
              ","1.83
          ","2.43
              ","0.64
          ","60
                  %","77
                      %","1.66
              ","06:10
          ",255,67%,57,15%,69,18%,214,67,100,(56%),(18%),(26%),0,0,0,(0 %),(0 %),(0 %),22,6,34.0,44.0,78.0,74.0
1480,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,blaydes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,pudilova,formerfighter,0,[39%],[13%],371.0,957.0,,8.0,"4.56
              ","4.08
          ","0.18
              ","0.74
          ","53
                  %","65
                      %","0.37
              ","13:33
          ",286,77%,46,12%,39,11%,274,57,40,(74%),(15%),(11%),2,2,4,(25%),(25%),(50%),8,6,25.0,42.0,67.0,68.0,lansberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,hardy,formerfighter,0,[35%],[35%],304.0,860.0,,17.0,"2.46
              ","3.44
          ","0.73
              ","0.36
          ","51
                  %","35
                      %","0.36
              ","12:22
          ",190,63%,53,17%,61,20%,200,69,35,(66%),(23%),(12%),0,0,0,(0 %),(0 %),(0 %),25,10,38.0,,72.0,72.0,condit,,condit,formerfighter,0,[39%],[46%],1113.0,2849.0,7.0,26.0,"3.66
              ","2.67
          ","0.59
              ","0.99
          ","55
                  %","39
                      %","0.39
              ","12:10
          ",623,56%,234,21%,256,23%,839,107,167,(75%),(10%),(15%),15,13,4,(47%),(41%),(13%),32,14,37.0,44.0,75.0,74.0
1483,hardy,formerfighter,0,[35%],[35%],304.0,860.0,,17.0,"2.46
              ","3.44
          ","0.73
              ","0.36
          ","51
                  %","35
                      %","0.36
              ","12:22
          ",190,63%,53,17%,61,20%,200,69,35,(66%),(23%),(12%),0,0,0,(0 %),(0 %),(0 %),25,10,38.0,,72.0,72.0,st-pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,hardy,formerfighter,0,[35%],[35%],304.0,860.0,,17.0,"2.46
              ","3.44
          ","0.73
              ","0.36
          ","51
                  %","35
                      %","0.36
              ","12:22
          ",190,63%,53,17%,61,20%,200,69,35,(66%),(23%),(12%),0,0,0,(0 %),(0 %),(0 %),25,10,38.0,,72.0,72.0,swick,Win,swick,formerfighter,0,[38%],[50%],334.0,881.0,,20.0,"2.36
              ","2.29
          ","1.06
              ","0.64
          ","54
                  %","62
                      %","0.53
              ","08:42
          ",163,49%,75,22%,96,29%,160,124,50,(48%),(37%),(15%),0,0,0,(0 %),(0 %),(0 %),15,6,,,,73.0
1485,hardy,formerfighter,0,[35%],[35%],304.0,860.0,,17.0,"2.46
              ","3.44
          ","0.73
              ","0.36
          ","51
                  %","35
                      %","0.36
              ","12:22
          ",190,63%,53,17%,61,20%,200,69,35,(66%),(23%),(12%),0,0,0,(0 %),(0 %),(0 %),25,10,38.0,,72.0,72.0,davis,Win,davis,formerfighter,0,[38%],[33%],208.0,553.0,1.0,3.0,"3.87
              ","5.58
          ","0.28
              ","0.00
          ","64
                  %","57
                      %","0.00
              ","13:27
          ",128,62%,28,13%,52,25%,195,13,0,(94%),(6%),(0%),3,2,5,(30%),(20%),(50%),10,7,30.0,39.0,72.0,70.0
1486,hardy,formerfighter,0,[35%],[35%],304.0,860.0,,17.0,"2.46
              ","3.44
          ","0.73
              ","0.36
          ","51
                  %","35
                      %","0.36
              ","12:22
          ",190,63%,53,17%,61,20%,200,69,35,(66%),(23%),(12%),0,0,0,(0 %),(0 %),(0 %),25,10,38.0,,72.0,72.0,markham,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,hardy,formerfighter,0,[35%],[35%],304.0,860.0,,17.0,"2.46
              ","3.44
          ","0.73
              ","0.36
          ","51
                  %","35
                      %","0.36
              ","12:22
          ",190,63%,53,17%,61,20%,200,69,35,(66%),(23%),(12%),0,0,0,(0 %),(0 %),(0 %),25,10,38.0,,72.0,72.0,gono,Win,gono,formerfighter,7,[53%],[80%],90.0,171.0,,5.0,"2.35
              ","11.35
          ","1.57
              ","0.39
          ","64
                  %","46
                      %","0.39
              ","12:46
          ",33,37%,26,29%,31,34%,74,9,7,(82%),(10%),(8%),0,0,0,(0 %),(0 %),(0 %),28,14,46.0,,,69.0
1488,quinonez,formerfighter,0,[47%],[45%],298.0,632.0,12.0,33.0,"3.49
              ","2.43
          ","2.64
              ","0.70
          ","68
                  %","50
                      %","0.53
              ","12:11
          ",162,54%,54,18%,82,28%,234,16,48,(79%),(5%),(16%),2,1,6,(22%),(11%),(67%),9,5,30.0,39.0,69.0,68.0,o'malley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,quinonez,formerfighter,0,[47%],[45%],298.0,632.0,12.0,33.0,"3.49
              ","2.43
          ","2.64
              ","0.70
          ","68
                  %","50
                      %","0.53
              ","12:11
          ",162,54%,54,18%,82,28%,234,16,48,(79%),(5%),(16%),2,1,6,(22%),(11%),(67%),9,5,30.0,39.0,69.0,68.0,huachin,Win,huachin,formerfighter,1,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),8,2,0,(80%),(20%),(0%),10,5,23.0,37.0,67.0,64.0
1490,quinonez,formerfighter,0,[47%],[45%],298.0,632.0,12.0,33.0,"3.49
              ","2.43
          ","2.64
              ","0.70
          ","68
                  %","50
                      %","0.53
              ","12:11
          ",162,54%,54,18%,82,28%,234,16,48,(79%),(5%),(16%),2,1,6,(22%),(11%),(67%),9,5,30.0,39.0,69.0,68.0,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,quinonez,formerfighter,0,[47%],[45%],298.0,632.0,12.0,33.0,"3.49
              ","2.43
          ","2.64
              ","0.70
          ","68
                  %","50
                      %","0.53
              ","12:11
          ",162,54%,54,18%,82,28%,234,16,48,(79%),(5%),(16%),2,1,6,(22%),(11%),(67%),9,5,30.0,39.0,69.0,68.0,ishihara,Win,ishihara,formerfighter,2,[45%],[17%],295.0,660.0,3.0,18.0,"3.26
              ","3.63
          ","0.50
              ","0.00
          ","54
                  %","31
                      %","1.33
              ","10:04
          ",167,57%,52,18%,76,26%,235,24,36,(80%),(8%),(12%),8,0,3,(73%),(0%),(27%),11,6,28.0,37.0,69.0,67.0
1492,ottow,formerfighter,0,[37%],[29%],203.0,551.0,3.0,17.0,"2.63
              ","2.73
          ","0.97
              ","0.39
          ","59
                  %","57
                      %","0.39
              ","09:40
          ",118,58%,40,20%,45,22%,174,7,22,(86%),(3%),(11%),4,9,4,(24%),(53%),(24%),17,7,33.0,40.0,72.0,71.0,burkman,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,quinonez,formerfighter,0,[47%],[45%],298.0,632.0,12.0,33.0,"3.49
              ","2.43
          ","2.64
              ","0.70
          ","68
                  %","50
                      %","0.53
              ","12:11
          ",162,54%,54,18%,82,28%,234,16,48,(79%),(5%),(16%),2,1,6,(22%),(11%),(67%),9,5,30.0,39.0,69.0,68.0,smolka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,ngannou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,werdum,Win,werdum,formerfighter,1,[56%],[28%],886.0,1574.0,12.0,54.0,"4.64
              ","4.57
          ","1.18
              ","0.39
          ","56
                  %","32
                      %","0.31
              ","11:14
          ",567,64%,169,19%,150,17%,670,112,104,(76%),(13%),(12%),6,11,6,(26%),(48%),(26%),24,8,43.0,45.0,77.0,76.0
1496,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,hunt,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,gamburyan,formerfighter,0,[42%],[34%],392.0,934.0,,117.0,"2.13
              ","2.83
          ","3.26
              ","0.73
          ","56
                  %","69
                      %","0.16
              ","09:41
          ",247,63%,57,15%,88,22%,204,80,108,(52%),(20%),(28%),0,0,0,(0 %),(0 %),(0 %),18,11,37.0,37.0,67.0,65.0,jorgensen,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,lesnar,Win,lesnar,formerfighter,0,[72%],[54%],213.0,296.0,,28.0,"3.53
              ","2.15
          ","3.73
              ","0.50
          ","51
                  %","60
                      %","0.50
              ","07:33
          ",152,71%,47,22%,14,7%,31,28,154,(15%),(13%),(72%),0,0,0,(0 %),(0 %),(0 %),6,3,41.0,44.0,81.0,75.0
1499,gamburyan,formerfighter,0,[42%],[34%],392.0,934.0,,117.0,"2.13
              ","2.83
          ","3.26
              ","0.73
          ","56
                  %","69
                      %","0.16
              ","09:41
          ",247,63%,57,15%,88,22%,204,80,108,(52%),(20%),(28%),0,0,0,(0 %),(0 %),(0 %),18,11,37.0,37.0,67.0,65.0,dodson,,dodson,formerfighter,0,[41%],[29%],715.0,1736.0,9.0,38.0,"3.30
              ","3.59
          ","0.76
              ","0.00
          ","62
                  %","80
                      %","0.76
              ","13:32
          ",403,56%,214,30%,98,14%,605,83,27,(85%),(12%),(4%),11,2,9,(50%),(9%),(41%),22,12,35.0,35.0,66.0,63.0
1500,gamburyan,formerfighter,0,[42%],[34%],392.0,934.0,,117.0,"2.13
              ","2.83
          ","3.26
              ","0.73
          ","56
                  %","69
                      %","0.16
              ","09:41
          ",247,63%,57,15%,88,22%,204,80,108,(52%),(20%),(28%),0,0,0,(0 %),(0 %),(0 %),18,11,37.0,37.0,67.0,65.0,eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,popov,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),4,3,6,(31%),(23%),(46%),13,3,35.0,37.0,68.0,67.0,wineland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,potter,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),8,0,0,(100%),(0%),(0%),18,9,35.0,41.0,72.0,72.0,kenan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,potter,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),8,0,0,(100%),(0%),(0%),18,9,35.0,41.0,72.0,72.0,pitolo,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,potter,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),8,0,0,(100%),(0%),(0%),18,9,35.0,41.0,72.0,72.0,turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,prepolec,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),7,3,2,(58%),(25%),(17%),12,7,30.0,39.0,70.0,70.0,hubbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,prepolec,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),7,3,2,(58%),(25%),(17%),12,7,30.0,39.0,70.0,70.0,taleb,,taleb,formerfighter,0,[52%],[76%],447.0,860.0,16.0,21.0,"3.74
              ","2.64
          ","2.01
              ","0.00
          ","67
                  %","74
                      %","0.25
              ","10:51
          ",217,49%,106,24%,124,28%,349,33,65,(78%),(7%),(15%),7,0,8,(47%),(0%),(53%),15,7,38.0,42.0,74.0,73.0
1507,pudilova,formerfighter,0,[39%],[13%],371.0,957.0,,8.0,"4.56
              ","4.08
          ","0.18
              ","0.74
          ","53
                  %","65
                      %","0.37
              ","13:33
          ",286,77%,46,12%,39,11%,274,57,40,(74%),(15%),(11%),2,2,4,(25%),(25%),(50%),8,6,25.0,42.0,67.0,68.0,kish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,pudilova,formerfighter,0,[39%],[13%],371.0,957.0,,8.0,"4.56
              ","4.08
          ","0.18
              ","0.74
          ","53
                  %","65
                      %","0.37
              ","13:33
          ",286,77%,46,12%,39,11%,274,57,40,(74%),(15%),(11%),2,2,4,(25%),(25%),(50%),8,6,25.0,42.0,67.0,68.0,shevchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,pudilova,formerfighter,0,[39%],[13%],371.0,957.0,,8.0,"4.56
              ","4.08
          ","0.18
              ","0.74
          ","53
                  %","65
                      %","0.37
              ","13:33
          ",286,77%,46,12%,39,11%,274,57,40,(74%),(15%),(11%),2,2,4,(25%),(25%),(50%),8,6,25.0,42.0,67.0,68.0,carmouche,,carmouche,formerfighter,0,[53%],[61%],314.0,592.0,22.0,41.0,"2.18
              ","3.37
          ","2.61
              ","0.42
          ","62
                  %","66
                      %","0.00
              ","14:23
          ",164,52%,57,18%,93,30%,177,46,91,(56%),(15%),(29%),6,2,5,(46%),(15%),(38%),13,7,36.0,37.0,66.0,66.0
1510,pudilova,formerfighter,0,[39%],[13%],371.0,957.0,,8.0,"4.56
              ","4.08
          ","0.18
              ","0.74
          ","53
                  %","65
                      %","0.37
              ","13:33
          ",286,77%,46,12%,39,11%,274,57,40,(74%),(15%),(11%),2,2,4,(25%),(25%),(50%),8,6,25.0,42.0,67.0,68.0,aldana,,aldana,formerfighter,0,[42%],[100%],108.0,260.0,2.0,2.0,"4.36
              ","5.21
          ","1.21
              ","0.00
          ","63
                  %",None,"0.00
              ","12:23
          ",62,57%,13,12%,33,31%,101,6,1,(94%),(6%),(1%),2,1,1,(50%),(25%),(25%),4,2,31.0,40.0,72.0,71.0
1511,pudilova,formerfighter,0,[39%],[13%],371.0,957.0,,8.0,"4.56
              ","4.08
          ","0.18
              ","0.74
          ","53
                  %","65
                      %","0.37
              ","13:33
          ",286,77%,46,12%,39,11%,274,57,40,(74%),(15%),(11%),2,2,4,(25%),(25%),(50%),8,6,25.0,42.0,67.0,68.0,moras,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,pudilova,formerfighter,0,[39%],[13%],371.0,957.0,,8.0,"4.56
              ","4.08
          ","0.18
              ","0.74
          ","53
                  %","65
                      %","0.37
              ","13:33
          ",286,77%,46,12%,39,11%,274,57,40,(74%),(15%),(11%),2,2,4,(25%),(25%),(50%),8,6,25.0,42.0,67.0,68.0,kim,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,silva,,silva,formerfighter,0,[60%],[75%],779.0,1300.0,3.0,4.0,"3.06
              ","3.15
          ","0.18
              ","0.35
          ","61
                  %","69
                      %","1.06
              ","10:36
          ",433,56%,163,21%,183,23%,516,121,142,(66%),(16%),(18%),22,4,8,(65%),(12%),(24%),34,11,46.0,42.0,77.0,74.0
1514,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,mir,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,rothwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,struve,Win,struve,formerfighter,0,[46%],[54%],519.0,1137.0,6.0,13.0,"3.01
              ","3.89
          ","0.61
              ","1.83
          ","47
                  %","55
                      %","0.26
              ","07:51
          ",288,55%,108,21%,123,24%,430,28,61,(83%),(5%),(12%),8,18,7,(24%),(55%),(21%),33,13,32.0,44.0,84.0,84.0
1518,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,nelson,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,dos,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,arloki,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,overeem,formerfighter,0,[73%],[25%],545.0,743.0,3.0,24.0,"3.65
              ","4.69
          ","0.60
              ","0.30
          ","60
                  %","73
                      %","0.90
              ","08:47
          ",272,50%,191,35%,82,15%,269,127,149,(49%),(23%),(27%),25,17,5,(53%),(36%),(11%),47,19,41.0,44.0,80.0,76.0,miocic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,ozkilic,formerfighter,0,[32%],[58%],190.0,588.0,,24.0,"3.81
              ","5.72
          ","4.21
              ","0.00
          ","59
                  %","75
                      %","0.00
              ","12:28
          ",144,76%,30,16%,16,8%,154,25,11,(81%),(13%),(6%),2,1,6,(22%),(11%),(67%),9,3,33.0,,65.0,65.0,nguyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,pickett,formerfighter,0,[32%],[45%],623.0,1963.0,,76.0,"3.02
              ","4.63
          ","2.47
              ","0.44
          ","56
                  %","58
                      %","0.22
              ","11:28
          ",431,69%,92,15%,100,16%,460,68,95,(74%),(11%),(15%),0,0,0,(0 %),(0 %),(0 %),26,14,39.0,37.0,68.0,66.0,almeida,,almeida,formerfighter,0,[40%],[33%],32.0,81.0,,3.0,"1.07
              ","3.33
          ","0.50
              ","0.00
          ","44
                  %","38
                      %","0.00
              ","15:00
          ",23,72%,7,22%,2,6%,16,13,3,(50%),(41%),(9%),1,6,0,(14%),(86%),(0%),7,2,31.0,38.0,68.0,66.0
1524,pearson,formerfighter,0,[40%],[36%],1114.0,2766.0,15.0,42.0,"3.68
              ","4.09
          ","0.74
              ","0.00
          ","62
                  %","75
                      %","0.30
              ","11:39
          ",588,53%,314,28%,212,19%,915,172,27,(82%),(15%),(2%),8,4,10,(36%),(18%),(45%),22,16,35.0,39.0,69.0,68.0,iaquinta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,pearson,formerfighter,0,[40%],[36%],1114.0,2766.0,15.0,42.0,"3.68
              ","4.09
          ","0.74
              ","0.00
          ","62
                  %","75
                      %","0.30
              ","11:39
          ",588,53%,314,28%,212,19%,915,172,27,(82%),(15%),(2%),8,4,10,(36%),(18%),(45%),22,16,35.0,39.0,69.0,68.0,green,,green,formerfighter,0,[46%],[50%],344.0,746.0,5.0,20.0,"3.70
              ","2.51
          ","1.62
              ","0.00
          ","69
                  %","75
                      %","0.16
              ","13:16
          ",232,67%,62,18%,50,15%,286,31,27,(83%),(9%),(8%),6,1,15,(27%),(5%),(68%),23,7,31.0,40.0,73.0,71.0
1526,penn,formerfighter,2,[49%],[55%],1146.0,2346.0,26.0,60.0,"2.76
              ","3.20
          ","1.19
              ","0.51
          ","57
                  %","75
                      %","0.29
              ","12:59
          ",879,77%,202,18%,65,6%,672,258,216,(59%),(23%),(19%),7,6,3,(44%),(38%),(19%),16,14,41.0,37.0,70.0,69.0,uno,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,penn,formerfighter,2,[49%],[55%],1146.0,2346.0,26.0,60.0,"2.76
              ","3.20
          ","1.19
              ","0.51
          ","57
                  %","75
                      %","0.29
              ","12:59
          ",879,77%,202,18%,65,6%,672,258,216,(59%),(23%),(19%),7,6,3,(44%),(38%),(19%),16,14,41.0,37.0,70.0,69.0,thomas,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,penn,formerfighter,2,[49%],[55%],1146.0,2346.0,26.0,60.0,"2.76
              ","3.20
          ","1.19
              ","0.51
          ","57
                  %","75
                      %","0.29
              ","12:59
          ",879,77%,202,18%,65,6%,672,258,216,(59%),(23%),(19%),7,6,3,(44%),(38%),(19%),16,14,41.0,37.0,70.0,69.0,gilbert,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,ottow,formerfighter,0,[37%],[29%],203.0,551.0,3.0,17.0,"2.63
              ","2.73
          ","0.97
              ","0.39
          ","59
                  %","57
                      %","0.39
              ","09:40
          ",118,58%,40,20%,45,22%,174,7,22,(86%),(3%),(11%),4,9,4,(24%),(53%),(24%),17,7,33.0,40.0,72.0,71.0,moraes,,moraes,formerfighter,0,[42%],[0%],177.0,423.0,,4.0,"2.97
              ","3.51
          ","0.00
              ","0.00
          ","63
                  %","54
                      %","0.50
              ","14:53
          ",81,46%,82,46%,14,8%,139,30,8,(79%),(17%),(5%),5,0,6,(45%),(0%),(55%),11,4,29.0,40.0,72.0,68.0
1530,gorgees,formerfighter,0,[32%],,10.0,31.0,,,"0.67
              ","2.27
          ","0.00
              ","0.00
          ","38
                  %","55
                      %","0.00
              ","15:00
          ",5,50%,3,30%,2,20%,5,5,0,(50%),(50%),(0%),0,0,0,(0 %),(0 %),(0 %),7,1,,,,,ismagulov,upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,gouti,formerfighter,0,[34%],[80%],180.0,522.0,4.0,5.0,"3.68
              ","5.64
          ","1.23
              ","0.31
          ","50
                  %","83
                      %","0.31
              ","08:09
          ",140,78%,22,12%,18,10%,145,17,18,(81%),(9%),(10%),4,6,2,(33%),(50%),(17%),12,5,33.0,41.0,72.0,70.0,haqparast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,gouti,formerfighter,0,[34%],[80%],180.0,522.0,4.0,5.0,"3.68
              ","5.64
          ","1.23
              ","0.31
          ","50
                  %","83
                      %","0.31
              ","08:09
          ",140,78%,22,12%,18,10%,145,17,18,(81%),(9%),(10%),4,6,2,(33%),(50%),(17%),12,5,33.0,41.0,72.0,70.0,northcutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
