,name,division,rank,str.ac,grap.ac,sig.str.land,sig.str.att,take.land,take.att,sig.str.land.min,sig.str.abs.min,take.avg.15min,sub.avg.15min,sig.str.def,take.def,knock.ratio,avg.time,sig.str.head,sig.str.head.percent,sig.str.body,sig.str.body.percent,sig.str.leg,sig.str.leg.percent,sig.str.position.stand,sig.str.position.clinch,sig.str.position.ground,sig.str.position.stand.percent,sig.str.position.clinch.percent,sig.str.position.ground.percent,win.ko,win.sub,win.dec,win.ko.percent,win.sub.percent,win.dec.percent,wins,losses,age,leg.reach,reach,height,opponent,outcome,name,division,rank,str.ac,grap.ac,sig.str.land,sig.str.att,take.land,take.att,sig.str.land.min,sig.str.abs.min,take.avg.15min,sub.avg.15min,sig.str.def,take.def,knock.ratio,avg.time,sig.str.head,sig.str.head.percent,sig.str.body,sig.str.body.percent,sig.str.leg,sig.str.leg.percent,sig.str.position.stand,sig.str.position.clinch,sig.str.position.ground,sig.str.position.stand.percent,sig.str.position.clinch.percent,sig.str.position.ground.percent,win.ko,win.sub,win.dec,win.ko.percent,win.sub.percent,win.dec.percent,wins,losses,age,leg.reach,reach,height
3370,fickett,formerfighter,0,[42%],[38%],155.0,373.0,6.0,16.0,"2.45
              ","2.50
          ","1.42
              ","1.90
          ","57
                  %","31
                      %","0.24
              ","09:01
          ",74,48%,54,35%,27,17%,57,50,48,(37%),(32%),(31%),0,0,0,(0 %),(0 %),(0 %),31,5,,,,70.0,nakamura,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,gomi,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,guida,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,penn,,penn,formerfighter,2,[49%],[55%],1146.0,2346.0,26.0,60.0,"2.76
              ","3.20
          ","1.19
              ","0.51
          ","57
                  %","75
                      %","0.29
              ","12:59
          ",879,77%,202,18%,65,6%,672,258,216,(59%),(23%),(19%),7,6,3,(44%),(38%),(19%),16,14,41.0,37.0,70.0,69.0
3374,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,stevenson,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,huerta,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,lauzon,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,thomas,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,robinson,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,maynard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,mishima,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,stout,Win,stout,formerfighter,1,[29%],[38%],995.0,3444.0,,26.0,"4.17
              ","4.08
          ","0.63
              ","0.13
          ","57
                  %","78
                      %","0.19
              ","11:55
          ",474,48%,287,29%,234,24%,856,93,46,(86%),(9%),(5%),0,0,0,(0 %),(0 %),(0 %),21,12,34.0,,70.0,69.0
3382,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,cope,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,karalexis,Win,karalexis,formerfighter,0,[42%],[45%],214.0,507.0,,33.0,"2.57
              ","2.39
          ","2.70
              ","0.90
          ","54
                  %","87
                      %","0.00
              ","08:19
          ",174,81%,15,7%,25,12%,57,62,95,(27%),(29%),(44%),0,0,0,(0 %),(0 %),(0 %),8,2,,,,68.0
3384,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,sanchez,,sanchez,formerfighter,0,[38%],[22%],1033.0,2752.0,31.0,165.0,"2.70
              ","3.10
          ","1.41
              ","0.71
          ","57
                  %","46
                      %","0.24
              ","12:20
          ",718,70%,246,24%,69,7%,589,112,332,(57%),(11%),(32%),10,6,13,(34%),(21%),(45%),31,13,39.0,40.0,72.0,70.0
3385,reis,formerfighter,0,[30%],[43%],270.0,911.0,43.0,115.0,"1.86
              ","2.95
          ","5.15
              ","0.62
          ","57
                  %","47
                      %","0.00
              ","12:08
          ",152,56%,35,13%,83,31%,181,37,52,(67%),(14%),(19%),0,10,13,(0%),(43%),(57%),23,10,35.0,36.0,65.0,64.0,nguyen,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,reis,formerfighter,0,[30%],[43%],270.0,911.0,43.0,115.0,"1.86
              ","2.95
          ","5.15
              ","0.62
          ","57
                  %","47
                      %","0.00
              ","12:08
          ",152,56%,35,13%,83,31%,181,37,52,(67%),(14%),(19%),0,10,13,(0%),(43%),(57%),23,10,35.0,36.0,65.0,64.0,pantoja,upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,quinonez,formerfighter,0,[47%],[45%],298.0,632.0,12.0,33.0,"3.49
              ","2.43
          ","2.64
              ","0.70
          ","68
                  %","50
                      %","0.53
              ","12:11
          ",162,54%,54,18%,82,28%,234,16,48,(79%),(5%),(16%),2,1,6,(22%),(11%),(67%),9,5,30.0,39.0,69.0,68.0,perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,frota,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),2,5,2,(22%),(56%),(22%),9,2,33.0,38.0,69.0,66.0,robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,sherk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,ferreira,formerfighter,0,[60%],[0%],6.0,10.0,,3.0,"2.57
              ","8.14
          ","0.00
              ","0.00
          ","42
                  %",None,"0.00
              ","02:20
          ",1,17%,3,50%,2,33%,3,3,0,(50%),(50%),(0%),0,0,0,(0 %),(0 %),(0 %),18,7,42.0,,,67.0,matyushenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,nunes,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,flick,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),0,14,2,(0%),(88%),(13%),16,5,30.0,37.0,68.0,67.0,durden,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,fickett,formerfighter,0,[42%],[38%],155.0,373.0,6.0,16.0,"2.45
              ","2.50
          ","1.42
              ","1.90
          ","57
                  %","31
                      %","0.24
              ","09:01
          ",74,48%,54,35%,27,17%,57,50,48,(37%),(32%),(31%),0,0,0,(0 %),(0 %),(0 %),31,5,,,,70.0,parisyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,fickett,formerfighter,0,[42%],[38%],155.0,373.0,6.0,16.0,"2.45
              ","2.50
          ","1.42
              ","1.90
          ","57
                  %","31
                      %","0.24
              ","09:01
          ",74,48%,54,35%,27,17%,57,50,48,(37%),(32%),(31%),0,0,0,(0 %),(0 %),(0 %),31,5,,,,70.0,pellegrino,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,fickett,formerfighter,0,[42%],[38%],155.0,373.0,6.0,16.0,"2.45
              ","2.50
          ","1.42
              ","1.90
          ","57
                  %","31
                      %","0.24
              ","09:01
          ",74,48%,54,35%,27,17%,57,50,48,(37%),(32%),(31%),0,0,0,(0 %),(0 %),(0 %),31,5,,,,70.0,burkman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,fickett,formerfighter,0,[42%],[38%],155.0,373.0,6.0,16.0,"2.45
              ","2.50
          ","1.42
              ","1.90
          ","57
                  %","31
                      %","0.24
              ","09:01
          ",74,48%,54,35%,27,17%,57,50,48,(37%),(32%),(31%),0,0,0,(0 %),(0 %),(0 %),31,5,,,,70.0,koscheck,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,fickett,formerfighter,0,[42%],[38%],155.0,373.0,6.0,16.0,"2.45
              ","2.50
          ","1.42
              ","1.90
          ","57
                  %","31
                      %","0.24
              ","09:01
          ",74,48%,54,35%,27,17%,57,50,48,(37%),(32%),(31%),0,0,0,(0 %),(0 %),(0 %),31,5,,,,70.0,neer,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,fickett,formerfighter,0,[42%],[38%],155.0,373.0,6.0,16.0,"2.45
              ","2.50
          ","1.42
              ","1.90
          ","57
                  %","31
                      %","0.24
              ","09:01
          ",74,48%,54,35%,27,17%,57,50,48,(37%),(32%),(31%),0,0,0,(0 %),(0 %),(0 %),31,5,,,,70.0,diaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399,reis,formerfighter,0,[30%],[43%],270.0,911.0,43.0,115.0,"1.86
              ","2.95
          ","5.15
              ","0.62
          ","57
                  %","47
                      %","0.00
              ","12:08
          ",152,56%,35,13%,83,31%,181,37,52,(67%),(14%),(19%),0,10,13,(0%),(43%),(57%),23,10,35.0,36.0,65.0,64.0,jorgensen,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,reis,formerfighter,0,[30%],[43%],270.0,911.0,43.0,115.0,"1.86
              ","2.95
          ","5.15
              ","0.62
          ","57
                  %","47
                      %","0.00
              ","12:08
          ",152,56%,35,13%,83,31%,181,37,52,(67%),(14%),(19%),0,10,13,(0%),(43%),(57%),23,10,35.0,36.0,65.0,64.0,formiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401,florian,formerfighter,0,[40%],[32%],454.0,1135.0,,81.0,"2.42
              ","1.87
          ","2.08
              ","1.04
          ","64
                  %","60
                      %","0.08
              ","11:02
          ",294,65%,98,22%,62,14%,219,81,154,(48%),(18%),(34%),0,0,0,(0 %),(0 %),(0 %),16,6,42.0,,74.0,70.0,aldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,reis,formerfighter,0,[30%],[43%],270.0,911.0,43.0,115.0,"1.86
              ","2.95
          ","5.15
              ","0.62
          ","57
                  %","47
                      %","0.00
              ","12:08
          ",152,56%,35,13%,83,31%,181,37,52,(67%),(14%),(19%),0,10,13,(0%),(43%),(57%),23,10,35.0,36.0,65.0,64.0,ortiz,Win,ortiz,formerfighter,0,[45%],[36%],513.0,1149.0,32.0,97.0,"2.94
              ","2.17
          ","3.01
              ","0.09
          ","56
                  %","53
                      %","0.17
              ","12:28
          ",300,58%,157,31%,56,11%,200,137,176,(39%),(27%),(34%),9,3,7,(47%),(16%),(37%),19,8,31.0,35.0,65.0,65.0
3403,fishgold,formerfighter,1,[32%],[50%],34.0,107.0,1.0,12.0,"3.29
              ","3.96
          ","8.70
              ","2.90
          ","49
                  %",None,"0.00
              ","05:11
          ",27,79%,2,6%,5,15%,27,5,2,(79%),(15%),(6%),2,13,3,(11%),(72%),(17%),18,4,28.0,38.0,68.0,68.0,amirkhani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,fishgold,formerfighter,1,[32%],[50%],34.0,107.0,1.0,12.0,"3.29
              ","3.96
          ","8.70
              ","2.90
          ","49
                  %",None,"0.00
              ","05:11
          ",27,79%,2,6%,5,15%,27,5,2,(79%),(15%),(6%),2,13,3,(11%),(72%),(17%),18,4,28.0,38.0,68.0,68.0,teymur,Win,teymur,formerfighter,0,[47%],[20%],123.0,264.0,,5.0,"3.61
              ","4.99
          ","0.44
              ","0.00
          ","56
                  %","57
                      %","0.00
              ","11:22
          ",63,51%,15,12%,45,37%,88,19,16,(72%),(15%),(13%),3,3,1,(43%),(43%),(14%),7,4,32.0,38.0,69.0,65.0
3405,fishgold,formerfighter,1,[32%],[50%],34.0,107.0,1.0,12.0,"3.29
              ","3.96
          ","8.70
              ","2.90
          ","49
                  %",None,"0.00
              ","05:11
          ",27,79%,2,6%,5,15%,27,5,2,(79%),(15%),(6%),2,13,3,(11%),(72%),(17%),18,4,28.0,38.0,68.0,68.0,kattar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,reis,formerfighter,0,[30%],[43%],270.0,911.0,43.0,115.0,"1.86
              ","2.95
          ","5.15
              ","0.62
          ","57
                  %","47
                      %","0.00
              ","12:08
          ",152,56%,35,13%,83,31%,181,37,52,(67%),(14%),(19%),0,10,13,(0%),(43%),(57%),23,10,35.0,36.0,65.0,64.0,sandoval,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,reis,formerfighter,0,[30%],[43%],270.0,911.0,43.0,115.0,"1.86
              ","2.95
          ","5.15
              ","0.62
          ","57
                  %","47
                      %","0.00
              ","12:08
          ",152,56%,35,13%,83,31%,181,37,52,(67%),(14%),(19%),0,10,13,(0%),(43%),(57%),23,10,35.0,36.0,65.0,64.0,sasaki,Win,sasaki,formerfighter,2,[41%],[43%],139.0,336.0,13.0,30.0,"2.16
              ","2.50
          ","3.03
              ","1.16
          ","50
                  %","41
                      %","0.00
              ","07:10
          ",83,60%,33,24%,23,17%,95,13,31,(68%),(9%),(22%),2,11,7,(10%),(55%),(35%),20,6,30.0,42.0,71.0,71.0
3408,reis,formerfighter,0,[30%],[43%],270.0,911.0,43.0,115.0,"1.86
              ","2.95
          ","5.15
              ","0.62
          ","57
                  %","47
                      %","0.00
              ","12:08
          ",152,56%,35,13%,83,31%,181,37,52,(67%),(14%),(19%),0,10,13,(0%),(43%),(57%),23,10,35.0,36.0,65.0,64.0,johnson,,johnson,formerfighter,0,[48%],[58%],381.0,800.0,,33.0,"3.25
              ","1.83
          ","2.43
              ","0.64
          ","60
                  %","77
                      %","1.66
              ","06:10
          ",255,67%,57,15%,69,18%,214,67,100,(56%),(18%),(26%),0,0,0,(0 %),(0 %),(0 %),22,6,34.0,44.0,78.0,74.0
3409,reis,formerfighter,0,[30%],[43%],270.0,911.0,43.0,115.0,"1.86
              ","2.95
          ","5.15
              ","0.62
          ","57
                  %","47
                      %","0.00
              ","12:08
          ",152,56%,35,13%,83,31%,181,37,52,(67%),(14%),(19%),0,10,13,(0%),(43%),(57%),23,10,35.0,36.0,65.0,64.0,cejudo,,cejudo,formerfighter,0,[45%],[35%],530.0,1185.0,19.0,57.0,"3.82
              ","2.73
          ","2.16
              ","0.22
          ","66
                  %","91
                      %","0.43
              ","12:36
          ",312,59%,177,33%,41,8%,310,129,91,(58%),(24%),(17%),6,0,7,(46%),(0%),(54%),16,2,33.0,37.0,64.0,64.0
3410,reis,formerfighter,0,[30%],[43%],270.0,911.0,43.0,115.0,"1.86
              ","2.95
          ","5.15
              ","0.62
          ","57
                  %","47
                      %","0.00
              ","12:08
          ",152,56%,35,13%,83,31%,181,37,52,(67%),(14%),(19%),0,10,13,(0%),(43%),(57%),23,10,35.0,36.0,65.0,64.0,moraga,,moraga,formerfighter,0,[44%],[23%],433.0,995.0,7.0,30.0,"2.57
              ","2.55
          ","0.62
              ","1.07
          ","56
                  %","45
                      %","0.18
              ","12:01
          ",242,56%,109,25%,82,19%,254,82,97,(59%),(19%),(22%),3,8,8,(16%),(42%),(42%),19,7,35.0,37.0,66.0,66.0
3411,fishgold,formerfighter,1,[32%],[50%],34.0,107.0,1.0,12.0,"3.29
              ","3.96
          ","8.70
              ","2.90
          ","49
                  %",None,"0.00
              ","05:11
          ",27,79%,2,6%,5,15%,27,5,2,(79%),(15%),(6%),2,13,3,(11%),(72%),(17%),18,4,28.0,38.0,68.0,68.0,gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,romero,formerfighter,0,[51%],[36%],502.0,979.0,20.0,56.0,"3.32
              ","2.95
          ","1.98
              ","0.00
          ","63
                  %","78
                      %","0.89
              ","13:46
          ",287,57%,101,20%,114,23%,334,68,100,(67%),(14%),(20%),11,0,2,(85%),(0%),(15%),13,5,43.0,42.0,73.0,72.0,brunson,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,rinaldi,formerfighter,0,[35%],[36%],81.0,230.0,2.0,14.0,"1.56
              ","2.32
          ","1.45
              ","1.16
          ","59
                  %","20
                      %","0.00
              ","10:21
          ",39,48%,11,14%,31,38%,68,1,12,(84%),(1%),(15%),1,8,5,(7%),(57%),(36%),14,7,32.0,40.0,72.0,70.0,trujillo,,trujillo,formerfighter,0,[41%],[45%],273.0,662.0,15.0,33.0,"2.65
              ","2.31
          ","2.18
              ","0.44
          ","60
                  %","40
                      %","0.44
              ","09:23
          ",195,71%,59,22%,19,7%,145,63,65,(53%),(23%),(24%),7,2,6,(47%),(13%),(40%),15,8,37.0,39.0,70.0,68.0
3414,felder,formerfighter,0,[44%],[33%],499.0,1136.0,3.0,9.0,"3.53
              ","3.08
          ","0.32
              ","0.32
          ","51
                  %","59
                      %","0.32
              ","11:46
          ",280,56%,101,20%,118,24%,325,83,91,(65%),(17%),(18%),10,1,6,(59%),(6%),(35%),17,6,37.0,40.0,70.0,71.0,castillo,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,esquibel,formerfighter,0,[40%],[0%],146.0,365.0,,3.0,"4.87
              ","8.50
          ","0.00
              ","0.00
          ","52
                  %","88
                      %","0.00
              ","15:00
          ",91,62%,44,30%,11,8%,130,12,4,(89%),(8%),(3%),1,0,5,(17%),(0%),(83%),6,6,33.0,37.0,64.0,61.0,aguilar,,aguilar,formerfighter,0,[51%],[25%],314.0,620.0,4.0,16.0,"4.93
              ","7.19
          ","0.94
              ","0.24
          ","54
                  %","50
                      %","0.00
              ","12:44
          ",168,54%,88,28%,58,18%,194,96,24,(62%),(31%),(8%),3,7,10,(15%),(35%),(50%),20,8,37.0,35.0,63.0,63.0
3416,esquibel,formerfighter,0,[40%],[0%],146.0,365.0,,3.0,"4.87
              ","8.50
          ","0.00
              ","0.00
          ","52
                  %","88
                      %","0.00
              ","15:00
          ",91,62%,44,30%,11,8%,130,12,4,(89%),(8%),(3%),1,0,5,(17%),(0%),(83%),6,6,33.0,37.0,64.0,61.0,kowalkiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417,rodriguez,formerfighter,0,[28%],[50%],19.0,68.0,,4.0,"0.90
              ","3.89
          ","1.42
              ","0.00
          ","41
                  %","44
                      %","0.00
              ","07:01
          ",14,74%,4,21%,1,5%,19,0,0,(100%),(0%),(0%),3,8,5,(19%),(50%),(31%),16,8,33.0,,,67.0,kelleher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418,rodriguez,formerfighter,0,[28%],[50%],19.0,68.0,,4.0,"0.90
              ","3.89
          ","1.42
              ","0.00
          ","41
                  %","44
                      %","0.00
              ","07:01
          ",14,74%,4,21%,1,5%,19,0,0,(100%),(0%),(0%),3,8,5,(19%),(50%),(31%),16,8,33.0,,,67.0,yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419,evans,formerfighter,1,[38%],[42%],614.0,1635.0,53.0,125.0,"2.13
              ","2.66
          ","2.75
              ","0.00
          ","63
                  %","74
                      %","0.21
              ","12:33
          ",484,79%,87,14%,43,7%,359,116,139,(58%),(19%),(23%),0,0,0,(0 %),(0 %),(0 %),24,8,38.0,42.0,75.0,72.0,smith,,smith,formerfighter,0,[57%],[34%],479.0,834.0,16.0,47.0,"3.52
              ","3.41
          ","1.76
              ","0.66
          ","51
                  %","63
                      %","0.22
              ","12:23
          ",261,54%,130,27%,88,18%,234,127,118,(49%),(27%),(25%),1,9,5,(7%),(60%),(33%),15,10,39.0,41.0,75.0,75.0
3420,evans,formerfighter,1,[38%],[42%],614.0,1635.0,53.0,125.0,"2.13
              ","2.66
          ","2.75
              ","0.00
          ","63
                  %","74
                      %","0.21
              ","12:33
          ",484,79%,87,14%,43,7%,359,116,139,(58%),(19%),(23%),0,0,0,(0 %),(0 %),(0 %),24,8,38.0,42.0,75.0,72.0,alvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,evans,formerfighter,1,[38%],[42%],614.0,1635.0,53.0,125.0,"2.13
              ","2.66
          ","2.75
              ","0.00
          ","63
                  %","74
                      %","0.21
              ","12:33
          ",484,79%,87,14%,43,7%,359,116,139,(58%),(19%),(23%),0,0,0,(0 %),(0 %),(0 %),24,8,38.0,42.0,75.0,72.0,kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,evans,formerfighter,1,[38%],[42%],614.0,1635.0,53.0,125.0,"2.13
              ","2.66
          ","2.75
              ","0.00
          ","63
                  %","74
                      %","0.21
              ","12:33
          ",484,79%,87,14%,43,7%,359,116,139,(58%),(19%),(23%),0,0,0,(0 %),(0 %),(0 %),24,8,38.0,42.0,75.0,72.0,teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,esquibel,formerfighter,0,[40%],[0%],146.0,365.0,,3.0,"4.87
              ","8.50
          ","0.00
              ","0.00
          ","52
                  %","88
                      %","0.00
              ","15:00
          ",91,62%,44,30%,11,8%,130,12,4,(89%),(8%),(3%),1,0,5,(17%),(0%),(83%),6,6,33.0,37.0,64.0,61.0,hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,evans,formerfighter,1,[38%],[42%],614.0,1635.0,53.0,125.0,"2.13
              ","2.66
          ","2.75
              ","0.00
          ","63
                  %","74
                      %","0.21
              ","12:33
          ",484,79%,87,14%,43,7%,359,116,139,(58%),(19%),(23%),0,0,0,(0 %),(0 %),(0 %),24,8,38.0,42.0,75.0,72.0,bader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,evans,formerfighter,1,[38%],[42%],614.0,1635.0,53.0,125.0,"2.13
              ","2.66
          ","2.75
              ","0.00
          ","63
                  %","74
                      %","0.21
              ","12:33
          ",484,79%,87,14%,43,7%,359,116,139,(58%),(19%),(23%),0,0,0,(0 %),(0 %),(0 %),24,8,38.0,42.0,75.0,72.0,henderson,Win,henderson,formerfighter,0,[44%],[35%],467.0,1059.0,,31.0,"2.46
              ","6.29
          ","0.87
              ","0.32
          ","52
                  %","58
                      %","0.63
              ","11:53
          ",280,60%,75,16%,112,24%,257,122,88,(55%),(26%),(19%),0,0,0,(0 %),(0 %),(0 %),32,15,48.0,39.0,74.0,71.0
